Process Time,Src IP,Src Port,Dst IP,Dst Port,Protocol,Total Fwd Pkts,Total Fwd Vol,Total Bwd Pkts,Total Bwd Vol,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Max,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Std,Fwd IAT Min,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Std,Bwd IAT Min,Bwd IAT Mean,Bwd IAT Max,Bwd IAT Std,Duration,Active Min,Active Mean,Active Max,Active Std,Idle Min,Idle Mean,Idle Max,Idle Std,SFlow Fwd Pkts,SFlow Fwd Bytes,SFlow Bwd Pkts,SFlow bwd Bytes,FPSH Count,BPSH Count,FURG Count,BURG Count,Total FHLen,Total BHLen,Previous Flow Time,DSCP,RootIntent,Intent,Target,From
2025-03-04 11:09:02.369162 +0000 UTC,192.168.0.2,33910,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,38000,1939800,8563000,3709556,40000,1935400,8619000,3743078,9716000,9716000,9716000,9716000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,0,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.369165 +0000 UTC,192.168.0.2,33912,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,24000,2589800,12392000,5481451,31000,2585800,12427000,5503195,12968000,12968000,12968000,12968000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,0,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.369435 +0000 UTC,192.168.0.2,33928,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,20000,1067400,4348000,1853877,44000,1069000,4376000,1860873,5359000,5359000,5359000,5359000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,270000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.369458 +0000 UTC,192.168.0.2,33936,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,26000,1671000,6356000,2722020,34000,1670800,6386000,2736683,8375000,8375000,8375000,8375000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,23000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.369692 +0000 UTC,192.168.0.2,33940,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,21000,1424800,5955000,2561218,31000,1427200,5982000,2559033,7150000,7150000,7150000,7150000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,234000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.369748 +0000 UTC,192.168.0.2,33946,192.168.0.5,80,6,7,520,5,763,52,74,200,55,52,152,314,134,20000,999166,5230000,2077784,28000,1493750,5257000,2524951,5995000,5995000,5995000,5995000,0,0,0,0,0,7,520,5,763,1,2,0,0,372,268,56000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.370039 +0000 UTC,192.168.0.2,33962,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,17000,1290600,5136000,2187951,82000,1290200,5168000,2176851,6468000,6468000,6468000,6468000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,291000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.370350 +0000 UTC,192.168.0.2,33978,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,23000,1382600,5761000,2477167,29000,1383200,5794000,2494623,6934000,6934000,6934000,6934000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,311000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.370368 +0000 UTC,192.168.0.2,33988,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,19000,1209400,4872000,2075222,119000,1208200,4903000,2071924,6070000,6070000,6070000,6070000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,18000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.370689 +0000 UTC,192.168.0.2,33990,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,26000,1251800,5674000,2476876,34000,1252400,5707000,2494634,6279000,6279000,6279000,6279000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,321000,0,Attack,Stress,nginx,NA
2025-03-04 11:09:02.370839 +0000 UTC,192.168.0.2,34006,192.168.0.5,80,6,6,468,6,815,52,78,200,59,52,135,314,127,20000,2313800,7931000,3457170,23000,2310600,7960000,3473745,11587000,11587000,11587000,11587000,0,0,0,0,0,6,468,6,815,1,2,0,0,320,320,150000,0,Attack,Stress,nginx,NA
